field_name,description_heading,description,field_id
VIGDIS,Transport ,The well stream from Vigdis is routed to Snorre A through two flowlines. Stabilised oil is transported by pipeline from Snorre A to Gullfaks A for storage and export. All produced gas from Vigdis is reinjected into the Snorre reservoir.,43732
VILJE,Development ,"Vilje is a field in the central part of the North Sea, 20 kilometres northeast of the Alvheim field. The water depth is 120 metres. Vilje was discovered in 2003, and the plan for development for operation (PDO) was approved in 2005. The field is developed with three horizontal subsea wells tied-back to the Alvheim production, storage and offloading vessel (FPSO). Production started in 2008. The Skogul field is tied-back to the Alvheim FPSO via the Vilje template.",3392471
VILJE,Reservoir ,"Vilje produces oil from turbidite sandstone of Paleocene age in the Heimdal Formation. The reservoir has good properties and lies in a fan system at a depth of 2,150 metres. ",3392471
VILJE,Recovery ,The field is produced by natural water drive from the regional underlying Heimdal aquifer.,3392471
VILJE,Transport ,"The well stream is routed by pipeline to the Alvheim FPSO, where the oil is offloaded to shuttle tankers. The gas is transported by pipeline from Alvheim to the Scottish Area Gas Evacuation (SAGE) pipeline in the UK sector.",3392471
VISUND,Development ,"Visund is a field in the northern part of the North Sea, northeast of the Gullfaks field. The water depth is 335 metres. Visund was discovered in 1986, and the plan for development and operation (PDO) was approved in 1996. The field is developed with a semi-submersible, integrated accommodation, drilling and processing facility (Visund A) and a subsea facility in the northern part of the field. Production started in 1999. A PDO for the gas phase was approved in 2002 and gas export started in 2005. A PDO exemption was granted in 2013 for the deposits Rhea and Titan east on Visund. The subsea facility north on Visund was replaced in 2013 due to problems with the original template. In 2017, a PDO exemption was granted for another subsea template north on Visund.",43745
VISUND,Reservoir ,"Visund produces oil and gas from sandstone of Late Triassic and Early Jurassic age in the Lunde Formation and Statfjord Group, and of Middle Jurassic age in the Brent Group. The reservoirs are in several tilted fault blocks with varying pressure and liquid systems. The reservoirs lie at a depth of 2,900-3,000 metres. Reservoir quality is generally good in the main reservoirs.",43745
VISUND,Recovery ,Recovery strategy varies between the reservoirs at Visund. Oil in the Brent reservoirs is mainly produced by pressure maintenance from gas and water injection. The Statfjord reservoirs are partly produced by pressure depletion. Increased gas export since 2015 has reduced gas available for injection and reduced reservoir pressure in parts of the field.,43745
VISUND,Transport ,"The oil is transported by pipeline to the Gullfaks A facility for storage and export via tankers. Gas is exported through the Kvitebjørn Gas Pipeline and on to the Kollsnes terminal, where the NGL is separated and the dry gas is further exported to the market.",43745
VISUND SØR,Development ,"Visund Sør is a field in the northern part of the North Sea, 10 kilometres northeast of the Gullfaks C platform. The water depth is 290 metres. Visund Sør was discovered in 2008, and the plan for development and operation (PDO) was approved in 2011. The field is developed with a subsea template tied to Gullfaks C. Production started in 2012.",20461008
VISUND SØR,Reservoir ,"Visund Sør produces oil and gas from Middle Jurassic sandstone in the Brent Group. The reservoir depth is 2,800-2,900 metres.",20461008
VISUND SØR,Recovery ,The field is produced by pressure depletion.,20461008
VISUND SØR,Transport ,The well stream is transported to Gullfaks C for processing and export.,20461008
VOLUND,Development ,"Volund is a field in the North Sea, 10 kilometres south of the Alvheim field. The water depth is 120 metres. Volund was discovered in 1994, and the plan for development and operation (PDO) was approved in 2007. The field was developed with a subsea template including four horizontal subsea production wells and one injection well tied to the Alvheim production, storage and offloading vessel (FPSO). Production started in 2009. An additional subsea template was installed later.",4380167
VOLUND,Reservoir ,"Volund produces oil from Paleocene sandstone in the Hermod Formation. The deposit is a unique injectite trap. The sand was remobilised in the early Eocene and injected into the overlying Balder Formation. The reservoir lies at a depth of 2,000 metres and has excellent quality. ",4380167
VOLUND,Recovery ,The field is produced with significant pressure support from the aquifer and with injection of produced water delivered from the Alvheim FPSO.,4380167
VOLUND,Transport ,"The well stream is routed by pipeline to the Alvheim FPSO. The oil is offloaded to shuttle tankers, and the associated gas is transported to the Scottish Area Gas Evacuation (SAGE) pipeline system and further to St Fergus in the UK.",4380167
VOLVE,Development ,"Volve is a field in the central part of the North Sea, five kilometres north of the Sleipner Øst field. The water depth is 80 metres. Volve was discovered in 1993, and the plan for development and operation (PDO) was approved in 2005. The field was developed with a jack-up processing and drilling facility. The vessel ""Navion Saga"" was used for storing stabilised oil. Production started in 2008. ",3420717
VOLVE,Reservoir ,"Volve produced oil from sandstone of Middle Jurassic age in the Hugin Formation. The reservoir is at a depth of 2,700-3,100 metres. The western part of the structure is heavily faulted and communication across the faults is uncertain. ",3420717
VOLVE,Recovery ,The field was produced with water injection for pressure support.,3420717
VOLVE,Transport ,The oil was exported by tankers and the rich gas was transported to the Sleipner A facility for further export.,3420717
YME,Development ,"Yme is a field in the southeastern part of the Norwegian sector of the North Sea, 130 kilometres northeast of the Ula field. The water depth is 100 metres. The field comprises two separate main structures, Gamma and Beta, which are 12 kilometres apart. Yme was discovered in 1987, and the plan for development and operation (PDO) was approved in 1995. Yme was originally developed with a jack-up drilling and production platform on the Gamma structure and a storage vessel. The Beta structure was developed with a subsea template. Production started in 1996. In 2001, production ceased because operation of the field was no longer regarded as profitable. Yme was the first field on the Norwegian continental shelf to be considered for redevelopment after being shut down. The PDO for a redevelopment was approved in 2007. The development concept was a new mobile offshore production unit (MOPU). Due to structural deficiencies and the vast amount of outstanding work to complete the MOPU, it was decided to remove it from the field in 2013. The MOPU was removed in 2016 in accordance with the authorities&#146 formal disposal resolution. In March 2018, an amended PDO for the redevelopment of Yme was approved. The PDO includes a leased jack-up rig equipped with drilling and production facilities, a subsea template on the Beta structure, and reuse of existing facilities on the field. The plan is to reuse the nine wells pre-drilled in 2009-2010 and to drill seven additional wells.",43807
YME,Reservoir ,"The reservoir contains oil in two separate main structures, Gamma and Beta. The structures comprise six deposits. The reservoirs are in sandstone of Middle Jurassic age in the Sandnes Formation, at a depth of 3,150 metres. They are heterogeneous and have variable reservoir properties. ",43807
YME,Recovery ,The field will be produced by pressure support from partial water injection and water alternating gas (WAG) injection. ,43807
YME,Transport ,The oil will be transported with tankers and the gas will be reinjected.,43807
YTTERGRYTA,Development ,"Yttergryta is a field in the Norwegian Sea, 33 kilometres east of the Åsgard B platform. The water depth is 300 metres. Yttergryta was discovered in 2007, and the plan for development and operation (PDO) was approved in 2008. The field was developed with a subsea template connected to the Åsgard B platform via the Midgard X template. Production started in 2009.",4973114
YTTERGRYTA,Reservoir ,"Yttergryta produced gas from sandstone of Middle Jurassic age in the Fangst Group. The reservoir is at a depth of 2,400-2,500 metres. ",4973114
YTTERGRYTA,Recovery ,The field was produced by pressure depletion.,4973114
YTTERGRYTA,Transport ,"The gas was transported to the template Midgard X and further to the Åsgard B facility for processing. The gas from Yttergryta had a low CO2 content, making it suitable for dilution of CO2 in the Åsgard Transport System (ÅTS). ",4973114
ÆRFUGL,Development ,"Ærfugl is a field in the northern part of the Norwegian Sea, just west of the Skarv field. The field includes the discoveries Ærfugl and Ærfugl Nord. The water depth is 350-450 metres. Ærfugl was discovered in 2000, and the plan for development and operation (PDO) was approved in 2018. The development is planned to be completed in two phases, and includes a total of six new production wells in addition to the existing well, previously used for test production of the Ærfugl discovery. Ærfugl is tied to the Skarv production, storage and offloading vessel (FPSO).",33310197
ÆRFUGL,Reservoir ,The reservoirs contain gas and condensate in sandstone of Cretaceous age in the Lysing Formation. They have good properties and lie at a depth of 2800 metres.,33310197
ÆRFUGL,Recovery strategy ,The field is produced by depletion.,33310197
ÆRFUGL,Transport ,"The well stream is transported to the Skarv FPSO for processing. The oil is offloaded to shuttle tankers, while the gas is transported to the Kårstø terminal in an 80-kilometre pipeline connected to the Åsgard Transport System (ÅTS). ",33310197
ØST FRIGG,Development ,"Øst Frigg is a field in the central part of the North Sea, four kilometres east of the Frigg field. The water depth is 100 metres. Øst Frigg was discovered in 1973, and the plan for development and operation (PDO) was approved in 1984. The field was developed with two subsea templates and a central manifold station tied to the Frigg field. Production started in 1988. ",43576
ØST FRIGG,Reservoir ,"Øst Frigg produced gas from sandstone of Eocene age in the Frigg Formation. The reservoir lies at a depth of 1900 metres and has excellent quality. The field contains two separate structures, which are part of the same pressure system as the Frigg field. ",43576
ØST FRIGG,Recovery ,The field was produced by pressure depletion.,43576
ØST FRIGG,Transport ,"Gas was transported in a pipeline from the manifold to the Frigg field (TCP2) for processing, and further via pipeline the Shell-Esso Gas and Liquids (SEGAL) terminal at St Fergus in the UK.",43576
ÅSGARD,Development ,"Åsgard is a field in the central part of the Norwegian Sea. The water depth is 240-300 metres. Åsgard was discovered in 1981, and the plan for development and operation (PDO) was approved in 1996. The Åsgard field includes the deposits Smørbukk, Smørbukk Sør and Midgard. The field has been developed with subsea wells tied-back to a production, storage and offloading vessel (FPSO), Åsgard A. The development also includes Åsgard B, a floating, semi-submersible facility for gas and condensate processing. The gas centre is connected to a storage vessel for condensate, Åsgard C. Production started in 1999 and gas export started in 2000. The Åsgard facilities are an important part of the Norwegian Sea infrastructure. The Mikkel and Morvin fields are tied to Åsgard B for processing, and gas from Åsgard B is sent to the Tyrihans field for gas lift. The PDO for a gas compression facility at Midgard was approved in 2012. The Trestakk field is tied-in to Åsgard A.",43765
ÅSGARD,Reservoir ,"Åsgard produces gas and considerable amounts of condensate from Jurassic sandstone at depths of as much as 4850 metres. The reservoir quality varies in the different formations, and there are large variations in the reservoir properties between the three deposits. The Smørbukk deposit is in a rotated fault block and contains gas, condensate and oil in the Åre, Tilje, Tofte, Ile and Garn Formations. The Smørbukk Sør deposit contains oil, gas and condensate in the Tilje, Ile and Garn Formations. The Midgard gas deposits are divided into four structural segments with the main reservoir in the Ile and Garn Formations.",43765
ÅSGARD,Recovery ,Smørbukk is produced partly by pressure depletion and partly by injection of excess gas from the field. Smørbukk Sør is produced by pressure support from gas injection. Midgard is produced by pressure depletion.,43765
ÅSGARD,Transport ,"Oil and condensate are temporarily stored at Åsgard A, then shipped to land by tankers. The gas is exported through the Åsgard Transport System (ÅTS) to the terminal at Kårstø. The condensate from Åsgard is sold as oil.",43765
AASTA HANSTEEN,Development ,"Aasta Hansteen is a field in the northern part of the Norwegian Sea, 120 kilometres northwest of the Norne field. The water depth is 1,270 metres. Aasta Hansteen was discovered in 1997, and the plan for development and production (PDO) was approved in 2013. The field initially comprised three separate deposits: Luva, Haklang and Snefrid Sør. A new deposit was discovered in 2015, Snefrid Nord. The field is developed with a spar platform, a floating installation with a cylindrical column moored to the seabed. The development also includes two subsea templates with four slots each and two subsea templates with one slot each (satellites). The templates are tied-back to the platform through pipelines and steel catenary risers. Aasta Hansteen was granted a PDO exemption for the development of the Snefrid Nord deposit in 2017. Production started in 2018.",23395946
AASTA HANSTEEN,Reservoir ,"The main reservoirs contain gas in Upper Cretaceous sandstone in the Nise Formation, at a depth of 3000 metres. The reservoir quality is good.",23395946
AASTA HANSTEEN,Recovery ,The field is produced by pressure depletion and natural aquifer drive. ,23395946
AASTA HANSTEEN,Transport ,Gas from Aasta Hansteen is transported via the Polarled pipeline to the terminal at Nyhamna. Light oil is offloaded to shuttle tankers and transported to the market.,23395946
