fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
FENJA,Reservoir ,"The reservoirs contain oil and gas in sandstone of Late Jurassic age in the Melke Formation, and oil in Upper Jurassic sandstone in the Rogn Formation. The reservoirs are in a fan system at a depth of 3,200-3,500 metres, and they have variable properties. ",31164879,25.04.2019,17.02.2021
FENJA,Recovery strategy ,The field will be produced by pressure support from water and gas injection. Produced gas will be reinjected into the reservoir.,31164879,18.02.2020,17.02.2021
FENJA,Transport ,The well stream will be routed by pipeline to the Njord A facility for processing. The oil will be stored at the Njord B facility and transferred to shuttle tankers. The reinjected gas will be produced at the end of the oil production period. The gas will be exported via Åsgard Transport System (ÅTS).,31164879,25.04.2019,17.02.2021
FENJA,Status ,Production is planned to start in 2021. The Bue discovery is included in the development as a potential upside. An appraisal well is planned to be drilled on Bue.,31164879,02.02.2021,17.02.2021
FLYNDRE,Transport ,"The well stream is processed on the Clyde field. Liquids are transported to the Fulmar platform and further to Teesside in the UK via Norpipe. Some of the gas is used offshore for fuel and flare on the Clyde and Fulmar fields, with the remainder going to the terminal of the Shell-Esso Gas and Liquids (SEGAL) system at St Fergus in the UK.",24635035,16.03.2018,17.02.2021
FLYNDRE,Development ,"Flyndre is a field in the southern part of the Norwegian sector in the North Sea, straddling the border between the Norwegian and UK sectors. The Norwegian share of the field is seven per cent. Flyndre is located 35 kilometres northwest of the Ekofisk field. The water depth is 70 metres. Flyndre was discovered in 1974, and the plan for development and operation (PDO) was approved in 2014. The development includes a subsea horizontal well tied-back to the Clyde platform on the UK continental shelf. Production started in 2017.",24635035,12.02.2020,17.02.2021
FLYNDRE,Reservoir ,"Flyndre produces oil and associated gas from Balmoral sandstone of Paleocene age. The reservoir lies at a depth of 3,000 metres and has moderate to good quality. There is also oil in Upper Cretaceous chalk with poor reservoir quality at a depth of 3,100 metres. ",24635035,25.04.2019,17.02.2021
FLYNDRE,Recovery ,The field is produced by pressure depletion. Only the Balmoral reservoir is developed.,24635035,16.03.2018,17.02.2021
FLYNDRE,Status ,Production has been lower than expected since start-up. The main challenge is a more rapid pressure decline than anticipated. Production from Flyndre is dependent on export via Fulmar; work is ongoing to clarify potential production on Flyndre beyond the expected lifetime of Fulmar. ,24635035,25.04.2019,17.02.2021
FRAM,Development ,"Fram is a field in the northern part of the North Sea, 20 kilometres north of the Troll field. The water depth is 350 metres. Fram was discovered in 1990 and comprises two main structures, Fram Vest and Fram Øst, with several deposits. The plan for development and operation (PDO) for Fram Vest was approved in 2001, and production started in 2003. The PDO for Fram Øst was approved in 2005, and production started in 2006. Both structures are developed with two subsea templates each, tied-back to the Troll C platform. A PDO exemption for Fram C-Øst was approved in 2016; the development included a long oil producer drilled from the B2-template on Fram Øst. Another PDO exemption was granted in 2018 for two wells in the Fram-Øst Brent reservoir, drilled from one of the existing templates on Fram Øst.",1578840,17.02.2021,17.02.2021
FRAM,Reservoir ,"Fram produces oil and associated gas from sandstone of Middle Jurassic age in the Brent Group, and from Upper Jurassic sandstone in a marine fan system in the Draupne Formation and the shallow marine Sognefjord Formation. The reservoirs have a gas cap and lie in several isolated, rotated fault blocks at 2,300-2,500 metres depth. The reservoir in Fram Vest is complex. The reservoirs in Fram Øst are generally of good quality.",1578840,25.02.2020,17.02.2021
FRAM,Recovery ,"The Fram Øst deposit in the Sognefjord Formation is produced by injection of produced water as pressure support, in addition to natural aquifer drive. The Brent reservoirs in Fram Øst are produced by pressure support from natural aquifer drive. Gas lift is used in the wells. Oil production from Fram is restricted by the gas processing capacity at the Troll C facility. The gas blow-down phase, production of the gas cap, has started at Fram Vest.",1578840,25.02.2020,17.02.2021
FRAM,Transport ,"The well stream is transported by pipeline to the Troll C platform for processing. The oil is transported further by the Troll Oil Pipeline II to the Mongstad terminal, and the gas is exported via the Troll A platform to the Kollsnes terminal.",1578840,17.02.2021,17.02.2021
FRAM,Status ,A new gas module dedicated to Fram has been installed on Troll C and started operation early 2020. Two exploration wells near Fram are planned for 2021.    ,1578840,17.02.2021,17.02.2021
FRAM H-NORD,Development ,"Fram H-Nord is a field just north of the Fram field in the northern part of the North Sea. The water depth is 360 metres. Fram H-Nord was discovered in 2007, and the authorities granted an exemption from the plan for development and operation (PDO) requirement in 2013. The field is developed with a two-branch multilateral (MLT) well from a 4-slot template. Production started in 2014. The Byrding field is also drilled from the Fram H-Nord template.",23410947,25.02.2020,17.02.2021
FRAM H-NORD,Reservoir ,"Fram H-Nord produces oil and gas from turbiditic sandstone of Late Jurassic age in the Heather Formation. The reservoir lies at a depth of 2,950 metres and has good quality.",23410947,12.02.2020,17.02.2021
FRAM H-NORD,Recovery ,The field is produced by pressure depletion.,23410947,16.03.2018,17.02.2021
FRAM H-NORD,Transport ,"The well stream is routed through a template on Fram Vest and further to the Troll C facility for processing. The oil is transported further by the Troll Oil Pipeline II to the Mongstad terminal, and the gas is exported via the Troll A platform to the Kollsnes terminal.",23410947,12.02.2020,17.02.2021
FRAM H-NORD,Status ,Fram H-Nord has produced below expectations. The field is currently not producing due to lower pressure compared with the Fram Vest production pipeline.,23410947,25.02.2020,17.02.2021
FRIGG,Development ,"Frigg is a field in the central part of the North Sea, straddling the border between the UK and Norwegian sectors. The water depth is 100 metres. Frigg was discovered in 1971, and the plan for development and operation (PDO) was approved in 1974. The field was developed with a living quarters facility (QP), two process facilities (TP1 and TCP2) and two drilling facilities (DP2 and CDP1). TP1, CDP1 and TCP2 had concrete substructures and steel frame topsides. The two other facilities had steel jackets. CDP1, TP1 and QP were on the UK part of the field. The facilities on the field also treated oil and gas from the fields Frøy, Nord Øst Frigg, Øst-Frigg, Lille-Frigg and Odin. Production started in 1977.",43555,11.02.2020,17.02.2021
FRIGG,Reservoir ,"Frigg produced gas from deep marine, turbiditic sandstone of Eocene age in the Frigg Formation, at a depth of 1,900 metres. ",43555,25.04.2019,17.02.2021
FRIGG,Transport ,The gas was transported via a 180-kilometre pipeline to the Shell-Esso Gas and Liquids (SEGAL) terminal at St Fergus in the UK.,43555,16.03.2018,17.02.2021
FRIGG,Recovery ,The field was produced by pressure depletion.,43555,11.04.2017,17.02.2021
FRIGG,Status ,The field was shut down in 2004 and final disposal of the facilities was completed in 2010. The concrete substructures TP1 and CDP1 on the British side and the substructure TCP2 on the Norwegian side were abandoned on-site. A production licence comprising the Frigg field was awarded in the Awards in Predefined Areas (APA) 2016 licensing round. The redevelopment of Frigg is planned as a subsea field development. It is being considered as part of a larger development in the area between the Oseberg and Alvheim fields. An appraisal well was drilled on Frigg in 2019.,43555,26.02.2020,17.02.2021
FRØY,Status ,The field was shut down in 2001 and the facility was removed in 2002. Frøy is being considered as part of a larger development in the area between the Oseberg and Alvheim fields.,43597,26.02.2020,17.02.2021
FRØY,Development ,"Frøy is a field in the central part of the North Sea, 22 kilometres northeast of the Heimdal field. The water depth is 120 metres. Frøy was discovered in 1987, and the plan for development and operation (PDO) was approved in 1992. The field was developed with a wellhead facility with 15 well slots. Production started in 1995. ",43597,25.04.2019,17.02.2021
FRØY,Reservoir ,"Frøy produced oil from Jurassic sandstone in the Brent Group at a depth of 3,200-3,300 metres. ",43597,25.04.2019,17.02.2021
